"","ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(wks)","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","Drug","DrugDose","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","DrugMassConsumed","TestNumber"
"403",21521,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal","F",2023-09-19,"6/24/2023 0:00:00","Marina",12.42,18.4,82.4,82.9,81.3,78.6,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364082.64,"024371_9/19/2023","024371_9/19/2023","yes","","Kumar Lab","","Strn3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.10000000000001,4.3,0.203703703703705,0.00239130434782611,5
"404",21538,"Oral methamphetamine","SUC0050","024371","B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal","F",2023-09-21,"6/24/2023 0:00:00","Marina",12.71,18.5,81.3,78.6,79.2,75.1,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348051.88,"024371_9/21/2023","024371_9/21/2023","yes","","Kumar Lab","","Strn3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.09999999999999,3.5,0.374999999999999,0.00454054054054053,6
"405",21458,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J> HSubVi","F",2023-09-11,"6/25/2023 0:00:00","Marina",11.14,22.1,83.2,85.6,78.5,83.4,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295529.39,"024684_9/11/2023","024684_9/11/2023","yes","","Kumar Lab","","Rap2b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.7,2.2,0.681159420289855,0.00212669683257919,1
"406",21475,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J> HSubVi","F",2023-09-13,"6/25/2023 0:00:00","Marina",11.42,23.1,78.5,83.4,76.7,79.9,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260647.16,"024684_9/13/2023","024684_9/13/2023","yes","","Kumar Lab","","Rap2b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.8,3.5,0.339622641509434,0.000779220779220778,2
"407",21492,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J> HSubVi","F",2023-09-15,"6/25/2023 0:00:00","Marina",11.71,21.7,82.6,79.9,81.6,74.5,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310606.42,"024684_9/15/2023","024684_9/15/2023","yes","","Kumar Lab","","Rap2b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1,5.40000000000001,0.15625,0.000921658986175115,3
"408",21509,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J> HSubVi","F",2023-09-17,"6/25/2023 0:00:00","Marina",12,22.2,81.6,74.5,80.2,70.4,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294789.17,"024684_9/17/2023","024684_9/17/2023","yes","","Kumar Lab","","Rap2b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.40000000000001,4.09999999999999,0.254545454545456,0.00126126126126127,4
"409",21526,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J> HSubVi","F",2023-09-19,"6/25/2023 0:00:00","Marina",12.28,21.2,84.7,82.8,83.5,77.3,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333606.1,"024684_9/19/2023","024684_9/19/2023","yes","","Kumar Lab","","Rap2b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.2,5.5,0.179104477611941,0.00226415094339623,5
"410",21543,"Oral methamphetamine","SUC0053","024684","B6NJ-Rap2b-/- Cyfip2-S968F<J> HSubVi","F",2023-09-21,"6/25/2023 0:00:00","Marina",12.57,21.7,83.5,77.3,82.8,72,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318608.29,"024684_9/21/2023","024684_9/21/2023","yes","","Kumar Lab","","Rap2b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.700000000000003,5.3,0.116666666666667,0.00129032258064517,6
"411",21455,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-11,"6/20/2023 0:00:00","Marina",11.85,23.3,83.4,81.6,81.8,78.3,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292794.88,"024696_9/11/2023","024696_9/11/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.60000000000001,3.30000000000001,0.326530612244898,0.000686695278969961,1
"412",21472,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-13,"6/20/2023 0:00:00","Marina",12.14,23.2,81.8,78.3,78.5,76.4,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276780.17,"024696_9/13/2023","024696_9/13/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.3,1.89999999999999,0.634615384615385,0.00142241379310345,2
"413",21489,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-15,"6/20/2023 0:00:00","Marina",12.42,23,83.3,76.4,80,74.6,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289739.13,"024696_9/15/2023","024696_9/15/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.3,1.8,0.647058823529412,0.0028695652173913,3
"414",21506,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-17,"6/20/2023 0:00:00","Marina",12.71,23.2,80,74.6,77.4,70.5,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266896.54,"024696_9/17/2023","024696_9/17/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.59999999999999,4.10000000000001,0.388059701492536,0.00224137931034482,4
"415",21523,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-19,"6/20/2023 0:00:00","Marina",13,23.6,84.2,84.7,82.8,80,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295413.54,"024696_9/19/2023","024696_9/19/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.40000000000001,4.7,0.229508196721312,0.00237288135593221,5
"416",21540,"Oral methamphetamine","SUC0049","024696","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-21,"6/20/2023 0:00:00","Marina",13.28,23.9,82.8,80,82.2,75,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284776.58,"024696_9/21/2023","024696_9/21/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.599999999999994,5,0.107142857142856,0.0010041841004184,6
"417",21456,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-11,"6/24/2023 0:00:00","Marina",11.28,25.4,82.5,83.2,81.3,76.8,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264064.98,"024807_9/11/2023","024807_9/11/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.2,6.40000000000001,0.157894736842105,0.000472440944881891,1
"418",21473,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-13,"6/24/2023 0:00:00","Marina",11.57,25.6,81.3,76.8,77.9,72.5,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247393.37,"024807_9/13/2023","024807_9/13/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.39999999999999,4.3,0.441558441558441,0.001328125,2
"419",21490,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-15,"6/24/2023 0:00:00","Marina",11.85,25.8,81.3,72.5,78.5,66.8,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247366.29,"024807_9/15/2023","024807_9/15/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.8,5.7,0.329411764705882,0.00217054263565891,3
"420",21507,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-17,"6/24/2023 0:00:00","Marina",12.14,25.9,78.5,83.1,76.7,76.7,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232469.1,"024807_9/17/2023","024807_9/17/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.8,6.40000000000001,0.219512195121951,0.00138996138996139,4
"421",21524,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-19,"6/24/2023 0:00:00","Marina",12.42,36,81.3,84.2,76.9,82.1,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173665.83,"024807_9/19/2023","024807_9/19/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.39999999999999,2.09999999999999,0.676923076923077,0.00488888888888888,5
"422",21541,"Oral methamphetamine","SUC0049","024807","B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal","M",2023-09-21,"6/24/2023 0:00:00","Marina",12.71,25.1,76.9,82.1,74.9,75.4,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229474.5,"024807_9/21/2023","024807_9/21/2023","yes","","Kumar Lab","KOMP","Bcl11b","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2,6.7,0.229885057471264,0.00318725099601594,6
"423",21450,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-11,"6/24/2023 0:00:00","Marina",11.28,25,81.3,83.4,79.9,77.7,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259834.82,"024834_9/11/2023","024834_9/11/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.39999999999999,5.7,0.197183098591548,0.000559999999999997,1
"424",21467,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-13,"6/24/2023 0:00:00","Marina",11.57,25.3,79.9,77.7,74.8,76.1,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236226.11,"024834_9/13/2023","024834_9/13/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.10000000000001,1.59999999999999,0.761194029850747,0.00201581027667985,2
"425",21484,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-15,"6/24/2023 0:00:00","Marina",11.85,25,82.5,76.1,80.2,71.4,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264659.98,"024834_9/15/2023","024834_9/15/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.3,4.7,0.328571428571428,0.00184,3
"426",21501,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-17,"6/24/2023 0:00:00","Marina",12.14,25.3,80.2,71.4,75.8,70.2,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240283.01,"024834_9/17/2023","024834_9/17/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.40000000000001,1.2,0.785714285714286,0.00347826086956522,4
"427",21518,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-19,"6/24/2023 0:00:00","Marina",12.42,24.3,81.8,84.2,80.7,78.4,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271656.78,"024834_9/19/2023","024834_9/19/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.09999999999999,5.8,0.159420289855072,0.00181069958847736,5
"428",21535,"Oral methamphetamine","SUC0051","024834","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-21,"6/24/2023 0:00:00","Marina",12.71,25.1,80.7,78.4,77,77.2,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247565.72,"024834_9/21/2023","024834_9/21/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.7,1.2,0.755102040816326,0.00589641434262949,6
"429",21451,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-11,"6/24/2023 0:00:00","Marina",11.28,26.9,80.9,81.9,78.4,79.3,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235782.9,"024835_9/11/2023","024835_9/11/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.5,2.60000000000001,0.490196078431372,0.000929368029739777,1
"430",21468,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-13,"6/24/2023 0:00:00","Marina",11.57,27.3,78.4,79.3,76.3,75.6,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219117.96,"024835_9/13/2023","024835_9/13/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.10000000000001,3.69999999999999,0.362068965517243,0.000769230769230772,2
"431",21485,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-15,"6/24/2023 0:00:00","Marina",11.85,27.7,83.2,75.6,82.3,71,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247197.1,"024835_9/15/2023","024835_9/15/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.900000000000006,4.60000000000001,0.163636363636364,0.000649819494584842,3
"432",21502,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-17,"6/24/2023 0:00:00","Marina",12.14,27.8,82.3,71,81.4,66.6,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240979.15,"024835_9/17/2023","024835_9/17/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.899999999999991,4.40000000000001,0.169811320754715,0.000647482014388483,4
"433",21519,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-19,"6/24/2023 0:00:00","Marina",12.42,27.8,81.8,83.7,80.8,78.9,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237749.66,"024835_9/19/2023","024835_9/19/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1,4.8,0.172413793103448,0.00143884892086331,5
"434",21536,"Oral methamphetamine","SUC0051","024835","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-09-21,"6/24/2023 0:00:00","Marina",12.71,28.1,80.8,78.9,79.7,74.4,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229172.94,"024835_9/21/2023","024835_9/21/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.09999999999999,4.5,0.196428571428571,0.00156583629893238,6
"435",21457,"Oral methamphetamine","SUC0054","025051","B6NJ-Cyfip2 S968F<J> (GET204)","M",2023-09-11,"7/2/2023 0:00:00","Marina",10.14,24.4,82.8,83.2,80.6,80.2,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273511.48,"025051_9/11/2023","025051_9/11/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.19999999999999,3,0.423076923076922,0.00090163934426229,1
"436",21474,"Oral methamphetamine","SUC0054","025051","B6NJ-Cyfip2 S968F<J> (GET204)","M",2023-09-13,"7/2/2023 0:00:00","Marina",10.42,24.4,80.6,80.2,78.8,76.4,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260298.37,"025051_9/13/2023","025051_9/13/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.80000000000001,3.8,0.321428571428573,0.000737704918032791,2
"437",21491,"Oral methamphetamine","SUC0054","025051","B6NJ-Cyfip2 S968F<J> (GET204)","M",2023-09-15,"7/2/2023 0:00:00","Marina",10.71,24.7,80.4,85.8,78.9,81.5,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256824.28,"025051_9/15/2023","025051_9/15/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.5,4.3,0.258620689655173,0.00121457489878543,3
"438",21508,"Oral methamphetamine","SUC0054","025051","B6NJ-Cyfip2 S968F<J> (GET204)","M",2023-09-17,"7/2/2023 0:00:00","Marina",11,24.9,78.9,81.5,74.5,80.6,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236066.28,"025051_9/17/2023","025051_9/17/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.40000000000001,0.899999999999991,0.830188679245284,0.00353413654618474,4
"439",21525,"Oral methamphetamine","SUC0054","025051","B6NJ-Cyfip2 S968F<J> (GET204)","M",2023-09-19,"7/2/2023 0:00:00","Marina",11.28,24.4,81.6,80.6,77.2,79.7,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258177.03,"025051_9/19/2023","025051_9/19/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.40000000000001,0.900000000000006,0.830188679245282,0.00721311475409837,5
